existing_path	source_file	line_at_audit	resource_category	authority_contract	canonical_target
/api/v1/tenants/{tenant_id}/balances/{user_id}	crates/keycompute-server/src/handlers/tenant_reporting.rs	285	tenant_resource	console JWT; selected tenant admin; primary scoped metadata; no financial mutation	/api/v1/tenants/{tenant_id}/balances/{user_id}
/api/v1/tenants/{tenant_id}/billing/records	crates/keycompute-server/src/handlers/tenant_reporting.rs	265	tenant_resource	console JWT; selected tenant admin; primary scoped metadata; no financial mutation	/api/v1/tenants/{tenant_id}/billing/records
/api/v1/tenants/{tenant_id}/billing/records/{id}	crates/keycompute-server/src/handlers/tenant_reporting.rs	269	tenant_resource	console JWT; selected tenant admin; primary scoped metadata; no financial mutation	/api/v1/tenants/{tenant_id}/billing/records/{id}
/api/v1/tenants/{tenant_id}/billing/stats	crates/keycompute-server/src/handlers/tenant_reporting.rs	273	tenant_resource	console JWT; selected tenant admin; primary scoped metadata; no financial mutation	/api/v1/tenants/{tenant_id}/billing/stats
/api/v1/tenants/{tenant_id}/conversations	crates/keycompute-server/src/handlers/tenant_responses.rs	1063	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/conversations
/api/v1/tenants/{tenant_id}/conversations/count	crates/keycompute-server/src/handlers/tenant_responses.rs	1071	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/conversations/count
/api/v1/tenants/{tenant_id}/conversations/{mode}/{owner_user_id}/{id}	crates/keycompute-server/src/handlers/tenant_responses.rs	1079	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/conversations/{mode}/{owner_user_id}/{id}
/api/v1/tenants/{tenant_id}/conversations/{mode}/{owner_user_id}/{id}/items	crates/keycompute-server/src/handlers/tenant_responses.rs	1091	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/conversations/{mode}/{owner_user_id}/{id}/items
/api/v1/tenants/{tenant_id}/conversations/{mode}/{owner_user_id}/{id}/items/{item_id}	crates/keycompute-server/src/handlers/tenant_responses.rs	1099	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/conversations/{mode}/{owner_user_id}/{id}/items/{item_id}
/api/v1/tenants/{tenant_id}/distribution/records	crates/keycompute-server/src/handlers/tenant_distribution.rs	322	tenant resource	console; path equals selected active-admin membership; current primary actor check	/api/v1/tenants/{tenant_id}/distribution/records
/api/v1/tenants/{tenant_id}/distribution/records/{id}	crates/keycompute-server/src/handlers/tenant_distribution.rs	326	tenant resource	console; path equals selected active-admin membership; current primary actor check	/api/v1/tenants/{tenant_id}/distribution/records/{id}
/api/v1/tenants/{tenant_id}/distribution/rules	crates/keycompute-server/src/handlers/tenant_distribution.rs	334	tenant resource	current scoped read; writes require JWT admin membership or root target, exact signed versions, revision and atomic audit	/api/v1/tenants/{tenant_id}/distribution/rules
/api/v1/tenants/{tenant_id}/distribution/rules/default	crates/keycompute-server/src/handlers/tenant_distribution.rs	0	tenant_resource	JWT tenant admin or explicit platform root target; transaction-bound default and audit	/api/v1/tenants/{tenant_id}/distribution/rules/default
/api/v1/tenants/{tenant_id}/distribution/rules/{id}	crates/keycompute-server/src/handlers/tenant_distribution.rs	338	tenant resource	current scoped read; writes require JWT admin membership or root target, exact signed versions, revision and atomic audit	/api/v1/tenants/{tenant_id}/distribution/rules/{id}
/api/v1/tenants/{tenant_id}/distribution/stats	crates/keycompute-server/src/handlers/tenant_distribution.rs	330	tenant resource	console; path equals selected active-admin membership; current primary actor check	/api/v1/tenants/{tenant_id}/distribution/stats
/api/v1/tenants/{tenant_id}/key-issuance	crates/keycompute-server/src/handlers/tenant_keys.rs	692	user_owned_resource	console JWT; exact selected tenant and active admin; metadata-only; original key owner immutable	/api/v1/tenants/{tenant_id}/key-issuance
/api/v1/tenants/{tenant_id}/key-issuance/{id}/cancel	crates/keycompute-server/src/handlers/tenant_keys.rs	696	user_owned_resource	console JWT; exact selected tenant and active admin; metadata-only; original key owner immutable	/api/v1/tenants/{tenant_id}/key-issuance/{id}/cancel
/api/v1/tenants/{tenant_id}/keys	crates/keycompute-server/src/handlers/tenant_keys.rs	673	user_owned_resource	console JWT; exact selected tenant and active admin; metadata-only; original key owner immutable	/api/v1/tenants/{tenant_id}/keys
/api/v1/tenants/{tenant_id}/keys/issuance	crates/keycompute-server/src/handlers/tenant_keys.rs	684	user_owned_resource	console JWT; exact selected tenant and active admin; metadata-only; original key owner immutable	/api/v1/tenants/{tenant_id}/keys/issuance
/api/v1/tenants/{tenant_id}/keys/{id}	crates/keycompute-server/src/handlers/tenant_keys.rs	674	user_owned_resource	console JWT; exact selected tenant and active admin; metadata-only; original key owner immutable	/api/v1/tenants/{tenant_id}/keys/{id}
/api/v1/tenants/{tenant_id}/keys/{id}/revoke	crates/keycompute-server/src/handlers/tenant_keys.rs	680	user_owned_resource	console JWT; exact selected tenant and active admin; metadata-only; original key owner immutable	/api/v1/tenants/{tenant_id}/keys/{id}/revoke
/api/v1/tenants/{tenant_id}/keys/{id}/rotate	crates/keycompute-server/src/handlers/tenant_keys.rs	688	user_owned_resource	console JWT; exact selected tenant and active admin; metadata-only; original key owner immutable	/api/v1/tenants/{tenant_id}/keys/{id}/rotate
/api/v1/tenants/{tenant_id}/node-registrations	crates/keycompute-server/src/handlers/tenant_nodes.rs	570	tenant_resource	console; path-matched current admin; signed authority versions	unchanged
/api/v1/tenants/{tenant_id}/node-registrations/{id}	crates/keycompute-server/src/handlers/tenant_nodes.rs	574	tenant_resource	console; path-matched current admin; signed authority versions	unchanged
/api/v1/tenants/{tenant_id}/nodes	crates/keycompute-server/src/handlers/tenant_nodes.rs	549	tenant_resource	console; path-matched current admin; signed authority versions	unchanged
/api/v1/tenants/{tenant_id}/nodes/{id}	crates/keycompute-server/src/handlers/tenant_nodes.rs	550	tenant_resource	console; path-matched current admin; signed authority versions	unchanged
/api/v1/tenants/{tenant_id}/nodes/{id}/exclude	crates/keycompute-server/src/handlers/tenant_nodes.rs	556	tenant_resource	console; path-matched current admin; signed authority versions	unchanged
/api/v1/tenants/{tenant_id}/nodes/{id}/recover	crates/keycompute-server/src/handlers/tenant_nodes.rs	560	tenant_resource	console; path-matched current admin; signed authority versions	unchanged
/api/v1/tenants/{tenant_id}/nodes/{id}/revoke	crates/keycompute-server/src/handlers/tenant_nodes.rs	564	tenant_resource	console; path-matched current admin; signed authority versions	unchanged
/api/v1/tenants/{tenant_id}/passthrough-bindings	crates/keycompute-server/src/handlers/tenant_bindings.rs	400	tenant_resource	console JWT; selected path tenant; current admin; owner-only resource management	/api/v1/tenants/{tenant_id}/passthrough-bindings
/api/v1/tenants/{tenant_id}/passthrough-bindings/options	crates/keycompute-server/src/handlers/tenant_bindings.rs	415	tenant_resource	console JWT; selected path tenant; current admin; owner-only resource management	/api/v1/tenants/{tenant_id}/passthrough-bindings/options
/api/v1/tenants/{tenant_id}/passthrough-bindings/{id}	crates/keycompute-server/src/handlers/tenant_bindings.rs	404	tenant_resource	console JWT; selected path tenant; current admin; owner-only resource management	/api/v1/tenants/{tenant_id}/passthrough-bindings/{id}
/api/v1/tenants/{tenant_id}/passthrough-bindings/{id}/probe	crates/keycompute-server/src/handlers/tenant_bindings.rs	411	tenant_resource	console JWT; selected path tenant; current admin; owner-only resource management	/api/v1/tenants/{tenant_id}/passthrough-bindings/{id}/probe
/api/v1/tenants/{tenant_id}/payments/orders	crates/keycompute-server/src/handlers/tenant_reporting.rs	277	tenant_resource	console JWT; selected tenant admin; primary scoped metadata; no financial mutation	/api/v1/tenants/{tenant_id}/payments/orders
/api/v1/tenants/{tenant_id}/payments/orders/{id}	crates/keycompute-server/src/handlers/tenant_reporting.rs	281	tenant_resource	console JWT; selected tenant admin; primary scoped metadata; no financial mutation	/api/v1/tenants/{tenant_id}/payments/orders/{id}
/api/v1/tenants/{tenant_id}/pricing	crates/keycompute-server/src/handlers/tenant_pricing.rs	220	tenant_resource	JWT; selected path membership; current signed versions; active tenant admin	/api/v1/tenants/{tenant_id}/pricing
/api/v1/tenants/{tenant_id}/pricing/batch-defaults	crates/keycompute-server/src/handlers/tenant_pricing.rs	224	tenant_resource	JWT; selected path membership; current signed versions; active tenant admin	/api/v1/tenants/{tenant_id}/pricing/batch-defaults
/api/v1/tenants/{tenant_id}/pricing/{id}	crates/keycompute-server/src/handlers/tenant_pricing.rs	228	tenant_resource	JWT; selected path membership; current signed versions; active tenant admin	/api/v1/tenants/{tenant_id}/pricing/{id}
/api/v1/tenants/{tenant_id}/pricing/{id}/make-default	crates/keycompute-server/src/handlers/tenant_pricing.rs	232	tenant_resource	JWT; selected path membership; current signed versions; active tenant admin	/api/v1/tenants/{tenant_id}/pricing/{id}/make-default
/api/v1/tenants/{tenant_id}/responses	crates/keycompute-server/src/handlers/tenant_responses.rs	1026	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/responses
/api/v1/tenants/{tenant_id}/responses/count	crates/keycompute-server/src/handlers/tenant_responses.rs	1031	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/responses/count
/api/v1/tenants/{tenant_id}/responses/{mode}/{owner_user_id}/{id}	crates/keycompute-server/src/handlers/tenant_responses.rs	1039	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/responses/{mode}/{owner_user_id}/{id}
/api/v1/tenants/{tenant_id}/responses/{mode}/{owner_user_id}/{id}/cancel	crates/keycompute-server/src/handlers/tenant_responses.rs	1047	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/responses/{mode}/{owner_user_id}/{id}/cancel
/api/v1/tenants/{tenant_id}/responses/{mode}/{owner_user_id}/{id}/input_items	crates/keycompute-server/src/handlers/tenant_responses.rs	1055	user_owned_resource	selected tenant active admin; current versions; original owner preserved	/api/v1/tenants/{tenant_id}/responses/{mode}/{owner_user_id}/{id}/input_items
/api/v1/tenants/{tenant_id}/tasks	crates/keycompute-server/src/handlers/tenant_nodes.rs	568	tenant_resource	console; path-matched current admin; signed authority versions	unchanged
/api/v1/tenants/{tenant_id}/tasks/{id}	crates/keycompute-server/src/handlers/tenant_nodes.rs	569	tenant_resource	console; path-matched current admin; signed authority versions	unchanged
/api/v1/tenants/{tenant_id}/tasks/{id}/archive	crates/keycompute-server/src/handlers/tenant_tasks.rs	114	user_owned_resource	console tenant admin; path-bound active membership; current signed versions	unchanged
/api/v1/tenants/{tenant_id}/tasks/{id}/cancel	crates/keycompute-server/src/handlers/tenant_tasks.rs	110	user_owned_resource	console tenant admin; path-bound active membership; current signed versions	unchanged
/api/v1/tenants/{tenant_id}/tips	crates/keycompute-server/src/handlers/tenant_tips.rs	509	user_owned_resource	console JWT; selected active tenant admin equals path; current user/member/tenant versions; scoped transactional financial writes	/api/v1/tenants/{tenant_id}/tips
/api/v1/tenants/{tenant_id}/tips/history	crates/keycompute-server/src/handlers/tenant_tips.rs	510	user_owned_resource	console JWT; selected active tenant admin equals path; current user/member/tenant versions; scoped transactional financial writes	/api/v1/tenants/{tenant_id}/tips/history
/api/v1/tenants/{tenant_id}/tips/withdrawals	crates/keycompute-server/src/handlers/tenant_tips.rs	514	user_owned_resource	console JWT; selected active tenant admin equals path; current user/member/tenant versions; scoped transactional financial writes	/api/v1/tenants/{tenant_id}/tips/withdrawals
/api/v1/tenants/{tenant_id}/tips/withdrawals/{id}/approve	crates/keycompute-server/src/handlers/tenant_tips.rs	518	user_owned_resource	console JWT; selected active tenant admin equals path; current user/member/tenant versions; scoped transactional financial writes	/api/v1/tenants/{tenant_id}/tips/withdrawals/{id}/approve
/api/v1/tenants/{tenant_id}/tips/withdrawals/{id}/reject	crates/keycompute-server/src/handlers/tenant_tips.rs	522	user_owned_resource	console JWT; selected active tenant admin equals path; current user/member/tenant versions; scoped transactional financial writes	/api/v1/tenants/{tenant_id}/tips/withdrawals/{id}/reject
/api/v1/tenants/{tenant_id}/usage	crates/keycompute-server/src/handlers/tenant_reporting.rs	262	tenant_resource	console JWT; selected tenant admin; primary scoped metadata; no financial mutation	/api/v1/tenants/{tenant_id}/usage
/api/v1/tenants/{tenant_id}/usage/stats	crates/keycompute-server/src/handlers/tenant_reporting.rs	263	tenant_resource	console JWT; selected tenant admin; primary scoped metadata; no financial mutation	/api/v1/tenants/{tenant_id}/usage/stats
/api/v1/tenants/{tenant_id}/usage/{id}	crates/keycompute-server/src/handlers/tenant_reporting.rs	264	tenant_resource	console JWT; selected tenant admin; primary scoped metadata; no financial mutation	/api/v1/tenants/{tenant_id}/usage/{id}
/api/v1/usage	crates/keycompute-server/src/router.rs	388	user_owned_resource	console; current tenant and self	/api/v1/me/usage
/api/v1/usage/stats	crates/keycompute-server/src/router.rs	389	user_owned_resource	console; current tenant and self	/api/v1/me/usage/stats
/api/v1/usage/trend	crates/keycompute-server/src/router.rs	390	user_owned_resource	console; current tenant and self	/api/v1/me/usage/trend
/api/v1/users	crates/keycompute-server/src/router.rs	441	platform_resource_or_explicit_tenant_target	platform scope; root or explicitly allowlisted operator action	/api/v1/platform/users
/api/v1/users/{id}	crates/keycompute-server/src/router.rs	442	platform_resource_or_explicit_tenant_target	platform scope; root or explicitly allowlisted operator action	/api/v1/platform/users/{id}
/api/v1/users/{id}/api-keys	crates/keycompute-server/src/router.rs	463	platform_resource_or_explicit_tenant_target	platform scope; root or explicitly allowlisted operator action	/api/v1/platform/users/{id}/api-keys
/api/v1/users/{id}/balance	crates/keycompute-server/src/router.rs	446	platform_resource_or_explicit_tenant_target	platform scope; root or explicitly allowlisted operator action	/api/v1/platform/users/{id}/balance
/api/v1/users/{id}/balance/freeze	crates/keycompute-server/src/router.rs	447	platform_resource_or_explicit_tenant_target	platform scope; root or explicitly allowlisted operator action	/api/v1/platform/users/{id}/balance/freeze
/api/v1/users/{id}/balance/reservations	crates/keycompute-server/src/router.rs	455	platform_resource_or_explicit_tenant_target	platform scope; root or explicitly allowlisted operator action	/api/v1/platform/users/{id}/balance/reservations
/api/v1/users/{id}/balance/reservations/{request_id}/release	crates/keycompute-server/src/router.rs	459	platform_resource_or_explicit_tenant_target	platform scope; root or explicitly allowlisted operator action	/api/v1/platform/users/{id}/balance/reservations/{request_id}/release
/api/v1/users/{id}/balance/unfreeze	crates/keycompute-server/src/router.rs	451	platform_resource_or_explicit_tenant_target	platform scope; root or explicitly allowlisted operator action	/api/v1/platform/users/{id}/balance/unfreeze
/health	crates/keycompute-server/src/router.rs	731	platform_resource	public limited view	unchanged
/node/v1/capabilities	crates/keycompute-server/src/router.rs	737	user_owned_resource	node credential and fixed task/node scope	unchanged
/node/v1/heartbeat	crates/keycompute-server/src/router.rs	741	user_owned_resource	node credential and fixed task/node scope	unchanged
/node/v1/register	crates/keycompute-server/src/router.rs	736	user_owned_resource	node credential and fixed task/node scope	unchanged
/node/v1/tasks/poll	crates/keycompute-server/src/router.rs	742	user_owned_resource	node credential and fixed task/node scope	unchanged
/node/v1/tasks/{task_id}/complete	crates/keycompute-server/src/router.rs	743	user_owned_resource	node credential and fixed task/node scope	unchanged
/node/v1/tasks/{task_id}/events	crates/keycompute-server/src/router.rs	748	user_owned_resource	node credential and fixed task/node scope	unchanged
/node/v1/tasks/{task_id}/lease-status	crates/keycompute-server/src/router.rs	744	user_owned_resource	node credential and fixed task/node scope	unchanged
/nt/v1	crates/keycompute-server/src/router.rs	278	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/	crates/keycompute-server/src/router.rs	282	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/chat/completions	crates/keycompute-server/src/router.rs	286	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/conversations	crates/keycompute-server/src/scoped_state/mod.rs	402	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/conversations/{id}	crates/keycompute-server/src/scoped_state/mod.rs	403	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/conversations/{id}/items	crates/keycompute-server/src/scoped_state/mod.rs	410	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/conversations/{id}/items/{item_id}	crates/keycompute-server/src/scoped_state/mod.rs	414	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/messages	crates/keycompute-server/src/router.rs	290	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/models	crates/keycompute-server/src/router.rs	298	global_shared_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/models/{model}	crates/keycompute-server/src/router.rs	302	global_shared_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/responses	crates/keycompute-server/src/router.rs	294	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/responses/{id}	crates/keycompute-server/src/scoped_state/mod.rs	393	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/responses/{id}/cancel	crates/keycompute-server/src/scoped_state/mod.rs	401	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/responses/{id}/input_items	crates/keycompute-server/src/scoped_state/mod.rs	397	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/nt/v1/{*rest}	crates/keycompute-server/src/router.rs	306	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/chat/completions	crates/keycompute-server/src/router.rs	248	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/conversations	crates/keycompute-server/src/scoped_state/mod.rs	371	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/conversations/{id}	crates/keycompute-server/src/scoped_state/mod.rs	375	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/conversations/{id}/items	crates/keycompute-server/src/scoped_state/mod.rs	382	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/conversations/{id}/items/{item_id}	crates/keycompute-server/src/scoped_state/mod.rs	387	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/messages	crates/keycompute-server/src/router.rs	252	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/models	crates/keycompute-server/src/router.rs	254	global_shared_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/models/{model}	crates/keycompute-server/src/router.rs	255	global_shared_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/responses	crates/keycompute-server/src/router.rs	253	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/responses/{id}	crates/keycompute-server/src/scoped_state/mod.rs	359	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/responses/{id}/cancel	crates/keycompute-server/src/scoped_state/mod.rs	367	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/pt/v1/responses/{id}/input_items	crates/keycompute-server/src/scoped_state/mod.rs	363	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/ready	crates/keycompute-server/src/router.rs	732	platform_resource	public limited view	unchanged
/v1/chat/completions	crates/keycompute-server/src/router.rs	224	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/v1/messages	crates/keycompute-server/src/router.rs	353	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/v1/models	crates/keycompute-server/src/router.rs	226	global_shared_resource	inference credential; verified tenant and owner/shared grant	unchanged
/v1/models/{model}	crates/keycompute-server/src/router.rs	227	global_shared_resource	inference credential; verified tenant and owner/shared grant	unchanged
/v1/responses	crates/keycompute-server/src/router.rs	326	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/v1/responses/compact	crates/keycompute-server/src/router.rs	327	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/v1/responses/input_tokens	crates/keycompute-server/src/router.rs	328	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/v1/responses/{response_id}	crates/keycompute-server/src/router.rs	332	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/v1/responses/{response_id}/cancel	crates/keycompute-server/src/router.rs	336	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
/v1/responses/{response_id}/input_items	crates/keycompute-server/src/router.rs	337	user_owned_resource	inference credential; verified tenant and owner/shared grant	unchanged
